08 ???. 2020 15:11:59,018 - 1
15 ???. 2020 15:26:53,290 - {"???-001737863":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:07:58 MSK"}]},"???-001742935":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 14:40:54 MSK"},{"DONE":"14.07.2020 17:14:19 MSK"}]},"???-001411564":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 14:49:32 MSK"},{"DONE":"13.07.2020 17:36:52 MSK"}]},"???-001741567":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 11:33:00 MSK"}]},"???-001414275":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:06:52 MSK"}]},"???-001403422":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"13.07.2020 12:16:08 MSK"}]},"???-001750957":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 15:24:42 MSK"}]},"???-001717985":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"13.07.2020 12:44:38 MSK"}]},"???-001736784":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 16:43:58 MSK"},{"DONE":"13.07.2020 17:53:23 MSK"},{"DONE":"14.07.2020 15:48:20 MSK"},{"DONE":"14.07.2020 16:12:35 MSK"}]},"???-001744700":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"15.07.2020 10:21:22 MSK"},{"WAITING":"15.07.2020 12:02:17 MSK"},{"DONE":"15.07.2020 14:05:52 MSK"}]},"???-001417533":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 15:22:30 MSK"},{"DONE":"14.07.2020 15:36:53 MSK"}]},"???-001744421":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"15.07.2020 10:20:52 MSK"},{"DONE":"15.07.2020 11:52:11 MSK"},{"DONE":"15.07.2020 14:01:36 MSK"}]},"???-001750940":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 15:24:26 MSK"}]},"???-001745001":{"Assigned":"pestov","Current status":"NOT_US","History":[{"NOT_US":"15.07.2020 10:22:42 MSK"}]},"???-001743061":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 14:41:10 MSK"},{"DONE":"14.07.2020 17:20:34 MSK"},{"DONE":"15.07.2020 13:56:38 MSK"}]},"???-001736937":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 16:44:39 MSK"},{"DONE":"13.07.2020 17:57:53 MSK"}]},"???-001737985":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:08:13 MSK"}]},"???-001740813":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:10:05 MSK"}]},"???-001678989":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"13.07.2020 12:14:05 MSK"}]},"???-001741587":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 14:39:48 MSK"},{"DONE":"14.07.2020 15:51:56 MSK"}]},"???-001748382":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 10:23:52 MSK"}]},"???-001403562":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"10.07.2020 16:03:01 MSK"}]},"???-001405862":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 09:59:06 MSK"},{"DONE":"13.07.2020 12:22:18 MSK"}]},"???-001738069":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:08:30 MSK"}]},"???-001719664":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"10.07.2020 16:05:42 MSK"},{"DONE":"13.07.2020 12:59:07 MSK"}]},"???-001740765":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:09:50 MSK"}]},"???-001741733":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 11:32:36 MSK"},{"DONE":"14.07.2020 12:15:01 MSK"},{"DONE":"14.07.2020 16:35:18 MSK"},{"DONE":"15.07.2020 10:58:24 MSK"}]},"???-001414449":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:07:12 MSK"}]},"???-001412701":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"15.07.2020 10:19:09 MSK"},{"DONE":"15.07.2020 10:41:24 MSK"}]},"???-001414326":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 11:33:21 MSK"}]},"???-001721468":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"13.07.2020 10:00:21 MSK"}]},"???-001422604":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:42:43 MSK"}]},"???-001413991":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 17:18:24 MSK"},{"DONE":"13.07.2020 17:48:21 MSK"}]},"???-001422971":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:42:57 MSK"}]},"???-001749741":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:44:31 MSK"}]},"???-001403037":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"13.07.2020 12:37:11 MSK"}]},"???-001397775":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 14:48:13 MSK"},{"NOT_US":"13.07.2020 17:21:29 MSK"},{"NOTE_DONE":"14.07.2020 14:41:49 MSK"},{"DONE":"14.07.2020 15:46:15 MSK"}]},"???-001711791":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"13.07.2020 11:27:26 MSK"}]},"???-001720949":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"10.07.2020 16:08:32 MSK"},{"DONE":"10.07.2020 16:17:00 MSK"},{"TASK":"14.07.2020 11:47:43 MSK"},{"DONE":"15.07.2020 13:30:45 MSK"}]},"???-001411244":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 14:48:54 MSK"},{"WAITING":"13.07.2020 17:23:13 MSK"},{"DONE":"15.07.2020 10:25:08 MSK"}]},"???-001420876":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 10:20:21 MSK"}]},"???-001720823":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"10.07.2020 16:08:19 MSK"},{"WAITING":"10.07.2020 16:14:27 MSK"},{"DONE":"13.07.2020 13:05:59 MSK"}]},"???-001741486":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 11:33:34 MSK"},{"DONE":"14.07.2020 12:10:04 MSK"},{"DONE":"14.07.2020 15:51:00 MSK"}]},"???-001749014":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:43:58 MSK"}]},"???-001400990":{"Assigned":"pestov","Current status":"DONE","History":[{"WAITING":"10.07.2020 10:18:51 MSK"},{"DONE":"14.07.2020 11:35:38 MSK"}]},"???-001733339":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 10:02:41 MSK"},{"WAITING":"13.07.2020 17:49:42 MSK"},{"DONE":"14.07.2020 11:38:45 MSK"},{"DONE":"14.07.2020 15:47:36 MSK"}]},"???-001404310":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"10.07.2020 15:55:07 MSK"},{"WAITING":"10.07.2020 15:56:40 MSK"},{"DONE":"14.07.2020 11:36:27 MSK"}]},"???-001671060":{"Assigned":"pestov","Current status":"TASK","History":[{"WAITING":"03.07.2020 16:13:20 MSK"}]},"???-001734681":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 14:50:10 MSK"},{"DONE":"13.07.2020 17:52:31 MSK"}]},"???-001720039":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"10.07.2020 16:06:50 MSK"}]},"???-001721488":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"13.07.2020 10:00:46 MSK"}]},"???-001721763":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 10:01:14 MSK"},{"DONE":"13.07.2020 13:13:37 MSK"}]},"???-001748668":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:43:15 MSK"}]},"???-001749004":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:43:37 MSK"}]},"???-001749521":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:44:14 MSK"}]},"???-001406568":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 09:59:24 MSK"},{"DONE":"13.07.2020 12:39:23 MSK"}]},"???-001738350":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:08:46 MSK"}]},"???-001750628":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:45:33 MSK"}]},"???-001750342":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:45:14 MSK"},{"NOTE_DONE":"15.07.2020 14:50:06 MSK"}]},"???-001733120":{"Assigned":"pestov","Current status":"WAITING","History":[{"NOTE_DONE":"13.07.2020 10:01:31 MSK"},{"DONE":"13.07.2020 13:17:35 MSK"},{"WAITING":"14.07.2020 15:44:23 MSK"}]},"???-001417406":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 15:22:01 MSK"},{"DONE":"14.07.2020 15:34:24 MSK"}]},"???-001737169":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 16:45:08 MSK"},{"DONE":"13.07.2020 18:01:08 MSK"}]},"???-001408490":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 09:59:44 MSK"},{"DONE":"13.07.2020 12:43:43 MSK"}]},"???-001742354":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 14:40:21 MSK"},{"DONE":"14.07.2020 17:04:43 MSK"}]},"???-001418213":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 15:22:44 MSK"},{"DONE":"14.07.2020 15:39:07 MSK"}]},"???-001744414":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 10:20:37 MSK"}]},"???-001742755":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 14:40:35 MSK"},{"WAITING":"14.07.2020 17:08:34 MSK"},{"DONE":"15.07.2020 11:33:58 MSK"}]},"???-001749942":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:44:51 MSK"}]},"???-001720287":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"10.07.2020 16:07:43 MSK"},{"DONE":"10.07.2020 16:11:50 MSK"},{"DONE":"13.07.2020 13:01:03 MSK"}]},"???-001748337":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 10:23:36 MSK"}]},"???-001745472":{"Assigned":"pestov","Current status":"TASK","History":[{"NOTE_DONE":"15.07.2020 10:22:57 MSK"},{"TASK":"15.07.2020 12:12:51 MSK"}]},"???-001422005":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:42:28 MSK"}]},"???-001733637":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 14:49:50 MSK"},{"WAITING":"13.07.2020 17:51:30 MSK"},{"DONE":"14.07.2020 11:40:10 MSK"}]},"???-001396654":{"Assigned":"pestov","Current status":"DONE","History":[{"TASK":"13.07.2020 15:08:52 MSK"},{"DONE":"14.07.2020 15:33:47 MSK"}]},"???-001404571":{"Assigned":"pestov","Current status":"DONE","History":[{"DONE":"10.07.2020 15:58:18 MSK"}]},"???-001737677":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 17:19:29 MSK"},{"DONE":"13.07.2020 18:02:56 MSK"}]},"???-001738646":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 10:09:00 MSK"},{"DONE":"14.07.2020 12:05:28 MSK"}]},"???-001740724":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 10:09:35 MSK"},{"DONE":"14.07.2020 12:09:10 MSK"},{"DONE":"14.07.2020 15:50:02 MSK"}]},"???-001414642":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:07:43 MSK"}]},"???-001414641":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:07:28 MSK"}]},"???-001417514":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 15:22:17 MSK"},{"DONE":"14.07.2020 15:35:38 MSK"}]},"???-001744804":{"Assigned":"pestov","Current status":"WAITING","History":[{"NOTE_DONE":"15.07.2020 10:21:40 MSK"},{"WAITING":"15.07.2020 12:03:52 MSK"}]},"???-001410445":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 10:00:02 MSK"}]},"???-001745734":{"Assigned":"pestov","Current status":"WAITING","History":[{"NOTE_DONE":"15.07.2020 10:23:20 MSK"},{"WAITING":"15.07.2020 12:17:14 MSK"}]},"???-001418685":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"15.07.2020 10:19:24 MSK"},{"DONE":"15.07.2020 10:43:43 MSK"}]},"???-001419532":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 10:19:41 MSK"}]},"???-001741890":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"14.07.2020 14:40:04 MSK"},{"DONE":"14.07.2020 16:07:02 MSK"},{"DONE":"15.07.2020 11:03:22 MSK"}]},"???-001411373":{"Assigned":"pestov","Current status":"TASK","History":[{"NOTE_DONE":"13.07.2020 14:49:16 MSK"},{"TASK":"13.07.2020 17:35:50 MSK"}]},"???-001744495":{"Assigned":"pestov","Current status":"TASK","History":[{"NOTE_DONE":"15.07.2020 10:21:07 MSK"},{"TASK":"15.07.2020 11:54:30 MSK"}]},"???-001423344":{"Assigned":"pestov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 15:24:11 MSK"}]},"???-001720580":{"Assigned":"pestov","Current status":"TASK","History":[{"NOTE_DONE":"10.07.2020 16:08:04 MSK"},{"TASK":"10.07.2020 16:13:05 MSK"}]},"???-001421566":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"15.07.2020 14:42:12 MSK"}]},"???-001738771":{"Assigned":"batanov","Current status":"NOTE_DONE","History":[{"NOTE_DONE":"14.07.2020 10:09:23 MSK"}]},"???-001733247":{"Assigned":"pestov","Current status":"NOT_US","History":[{"NOTE_DONE":"13.07.2020 10:02:20 MSK"},{"NOT_US":"13.07.2020 13:20:58 MSK"}]},"???-001398704":{"Assigned":"pestov","Current status":"TASK","History":[{"TASK":"09.07.2020 16:33:57 MSK"}]},"???-001733244":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"13.07.2020 10:01:52 MSK"},{"DONE":"13.07.2020 13:20:00 MSK"}]},"???-001420075":{"Assigned":"pestov","Current status":"DONE","History":[{"NOTE_DONE":"15.07.2020 10:20:05 MSK"},{"DONE":"15.07.2020 10:44:44 MSK"}
15 ???. 2020 15:27:03,712 - ???-001750952
15 ???. 2020 15:27:09,137 - 3
15 ???. 2020 15:27:12,353 - ???-001750952
15 ???. 2020 15:27:18,183 - 2
15 ???. 2020 15:27:20,142 - 0
15 ???. 2020 15:27:20,901 - 0
15 ???. 2020 15:27:22,546 - ???-001750940
15 ???. 2020 15:34:29,064 - 1
15 ???. 2020 15:34:33,035 - 10
15 ???. 2020 15:34:36,443 - 10
15 ???. 2020 15:34:39,488 - 0
15 ???. 2020 15:34:40,290 - 0
15 ???. 2020 15:34:41,070 - 0
15 ???. 2020 15:34:54,765 - ???-001423344
15 ???. 2020 15:34:59,248 - ???-001423345
15 ???. 2020 15:35:02,038 - ???-001423346
15 ???. 2020 15:35:05,177 - ???-001423347
15 ???. 2020 15:35:08,552 - ???-001423348
15 ???. 2020 15:35:11,534 - ???-001423349
15 ???. 2020 15:35:15,689 - ???-001423350
15 ???. 2020 15:35:19,297 - ???-001423351
15 ???. 2020 15:35:22,706 - ???-001423352
15 ???. 2020 15:35:25,950 - ???-001423353
15 ???. 2020 16:26:15,303 - 1
15 ???. 2020 16:26:17,363 - 36
15 ???. 2020 16:26:19,088 - 1
15 ???. 2020 16:26:49,589 - 10
15 ???. 2020 16:26:53,425 - 1
15 ???. 2020 16:26:54,722 - 0
15 ???. 2020 16:26:59,109 - ???-001751168
15 ???. 2020 16:28:17,954 - 1
15 ???. 2020 16:28:20,505 - 36
15 ???. 2020 16:28:22,983 - 1
15 ???. 2020 16:28:32,362 - 10
15 ???. 2020 16:28:34,773 - 1
15 ???. 2020 16:28:37,141 - 0
